names,index,setting,Core,Parallelism,cri,makespan
other ,970,NoPar ,4,40,15,46715
our ,971,NoPar,4,40,15,43608
our ,108,NoPar,4,45,15,36991
other ,971,NoPar ,4,40,15,43740
our ,972,NoPar,4,40,15,43608
other ,108,NoPar ,4,45,15,36102
other ,972,NoPar ,4,40,15,45225
our ,109,NoPar,4,45,15,36991
our ,973,NoPar,4,40,15,43608
other ,973,NoPar ,4,40,15,48670
other ,109,NoPar ,4,45,15,37192
our ,974,NoPar,4,40,15,43608
our ,110,NoPar,4,45,15,36991
other ,974,NoPar ,4,40,15,46077
our ,975,NoPar,4,40,15,43608
other ,110,NoPar ,4,45,15,39650
other ,975,NoPar ,4,40,15,44554
our ,111,NoPar,4,45,15,36991
our ,976,NoPar,4,40,15,43608
other ,976,NoPar ,4,40,15,46778
other ,111,NoPar ,4,45,15,38852
our ,977,NoPar,4,40,15,43608
other ,977,NoPar ,4,40,15,46330
our ,112,NoPar,4,45,15,36991
our ,978,NoPar,4,40,15,43608
other ,978,NoPar ,4,40,15,47162
other ,112,NoPar ,4,45,15,38283
our ,979,NoPar,4,40,15,43608
our ,113,NoPar,4,45,15,36991
other ,979,NoPar ,4,40,15,44205
our ,980,NoPar,4,40,15,43608
other ,113,NoPar ,4,45,15,36047
other ,980,NoPar ,4,40,15,43732
our ,981,NoPar,4,40,15,43608
our ,114,NoPar,4,45,15,36991
other ,981,NoPar ,4,40,15,47022
other ,114,NoPar ,4,45,15,40760
our ,982,NoPar,4,40,15,43608
other ,982,NoPar ,4,40,15,43806
our ,115,NoPar,4,45,15,36991
our ,983,NoPar,4,40,15,43608
other ,983,NoPar ,4,40,15,47423
other ,115,NoPar ,4,45,15,36373
our ,984,NoPar,4,40,15,43608
our ,116,NoPar,4,45,15,36991
other ,984,NoPar ,4,40,15,46477
our ,985,NoPar,4,40,15,43608
other ,116,NoPar ,4,45,15,38937
other ,985,NoPar ,4,40,15,45404
our ,117,NoPar,4,45,15,36991
our ,986,NoPar,4,40,15,43608
other ,986,NoPar ,4,40,15,49295
other ,117,NoPar ,4,45,15,40280
our ,987,NoPar,4,40,15,43608
other ,987,NoPar ,4,40,15,46457
our ,118,NoPar,4,45,15,36991
our ,988,NoPar,4,40,15,43608
other ,118,NoPar ,4,45,15,37044
other ,988,NoPar ,4,40,15,48116
our ,989,NoPar,4,40,15,43608
our ,119,NoPar,4,45,15,36991
other ,989,NoPar ,4,40,15,47266
our ,990,NoPar,4,40,15,43608
other ,119,NoPar ,4,45,15,39523
other ,990,NoPar ,4,40,15,43522
our ,120,NoPar,4,45,15,36991
our ,991,NoPar,4,40,15,43608
other ,991,NoPar ,4,40,15,47869
other ,120,NoPar ,4,45,15,40100
our ,992,NoPar,4,40,15,43608
other ,992,NoPar ,4,40,15,44404
our ,121,NoPar,4,45,15,36991
our ,993,NoPar,4,40,15,43608
other ,993,NoPar ,4,40,15,45992
other ,121,NoPar ,4,45,15,39350
our ,994,NoPar,4,40,15,43608
our ,122,NoPar,4,45,15,36991
other ,994,NoPar ,4,40,15,48388
our ,995,NoPar,4,40,15,43608
other ,122,NoPar ,4,45,15,39262
other ,995,NoPar ,4,40,15,47698
our ,123,NoPar,4,45,15,36991
our ,996,NoPar,4,40,15,43608
other ,996,NoPar ,4,40,15,44897
other ,123,NoPar ,4,45,15,35713
our ,997,NoPar,4,40,15,43608
our ,124,NoPar,4,45,15,36991
other ,997,NoPar ,4,40,15,44084
our ,998,NoPar,4,40,15,43608
other ,124,NoPar ,4,45,15,38917
other ,998,NoPar ,4,40,15,47091
our ,999,NoPar,4,40,15,43608
our ,125,NoPar,4,45,15,36991
other ,999,NoPar ,4,40,15,45626
other ,125,NoPar ,4,45,15,36993
our ,126,NoPar,4,45,15,36991
other ,126,NoPar ,4,45,15,35745
our ,127,NoPar,4,45,15,36991
other ,127,NoPar ,4,45,15,42674
our ,128,NoPar,4,45,15,36991
other ,128,NoPar ,4,45,15,36821
our ,129,NoPar,4,45,15,36991
other ,129,NoPar ,4,45,15,39152
our ,130,NoPar,4,45,15,36991
other ,130,NoPar ,4,45,15,39302
our ,131,NoPar,4,45,15,36991
other ,131,NoPar ,4,45,15,38151
our ,132,NoPar,4,45,15,36991
other ,132,NoPar ,4,45,15,40357
our ,133,NoPar,4,45,15,36991
other ,133,NoPar ,4,45,15,40875
our ,134,NoPar,4,45,15,36991
other ,134,NoPar ,4,45,15,41062
our ,135,NoPar,4,45,15,36991
other ,135,NoPar ,4,45,15,39070
our ,136,NoPar,4,45,15,36991
other ,136,NoPar ,4,45,15,36830
our ,137,NoPar,4,45,15,36991
other ,137,NoPar ,4,45,15,37045
our ,138,NoPar,4,45,15,36991
other ,138,NoPar ,4,45,15,38868
our ,139,NoPar,4,45,15,36991
other ,139,NoPar ,4,45,15,36235
our ,140,NoPar,4,45,15,36991
other ,140,NoPar ,4,45,15,38735
our ,141,NoPar,4,45,15,36991
other ,141,NoPar ,4,45,15,38835
our ,142,NoPar,4,45,15,36991
other ,142,NoPar ,4,45,15,38856
our ,143,NoPar,4,45,15,36991
other ,143,NoPar ,4,45,15,38997
our ,144,NoPar,4,45,15,36991
other ,144,NoPar ,4,45,15,37251
our ,145,NoPar,4,45,15,36991
other ,145,NoPar ,4,45,15,37576
our ,146,NoPar,4,45,15,36991
other ,146,NoPar ,4,45,15,39257
our ,147,NoPar,4,45,15,36991
other ,147,NoPar ,4,45,15,36803
our ,148,NoPar,4,45,15,36991
other ,148,NoPar ,4,45,15,36894
our ,149,NoPar,4,45,15,36991
other ,149,NoPar ,4,45,15,38716
our ,150,NoPar,4,45,15,36991
other ,150,NoPar ,4,45,15,38687
our ,151,NoPar,4,45,15,36991
other ,151,NoPar ,4,45,15,40954
our ,152,NoPar,4,45,15,36991
other ,152,NoPar ,4,45,15,37769
our ,153,NoPar,4,45,15,36991
other ,153,NoPar ,4,45,15,37989
our ,154,NoPar,4,45,15,36991
other ,154,NoPar ,4,45,15,39969
our ,155,NoPar,4,45,15,36991
other ,155,NoPar ,4,45,15,36612
our ,156,NoPar,4,45,15,36991
other ,156,NoPar ,4,45,15,42626
our ,157,NoPar,4,45,15,36991
other ,157,NoPar ,4,45,15,40174
our ,158,NoPar,4,45,15,36991
other ,158,NoPar ,4,45,15,36411
our ,159,NoPar,4,45,15,36991
other ,159,NoPar ,4,45,15,37694
our ,160,NoPar,4,45,15,36991
other ,160,NoPar ,4,45,15,39961
our ,161,NoPar,4,45,15,36991
other ,161,NoPar ,4,45,15,37560
our ,162,NoPar,4,45,15,36991
other ,162,NoPar ,4,45,15,37534
our ,163,NoPar,4,45,15,36991
other ,163,NoPar ,4,45,15,36863
our ,164,NoPar,4,45,15,36991
other ,164,NoPar ,4,45,15,38730
our ,165,NoPar,4,45,15,36991
other ,165,NoPar ,4,45,15,42862
our ,166,NoPar,4,45,15,36991
other ,166,NoPar ,4,45,15,38642
our ,167,NoPar,4,45,15,36991
other ,167,NoPar ,4,45,15,35551
our ,168,NoPar,4,45,15,36991
other ,168,NoPar ,4,45,15,40883
our ,169,NoPar,4,45,15,36991
other ,169,NoPar ,4,45,15,40051
our ,170,NoPar,4,45,15,36991
other ,170,NoPar ,4,45,15,36706
our ,171,NoPar,4,45,15,36991
other ,171,NoPar ,4,45,15,38089
our ,172,NoPar,4,45,15,36991
other ,172,NoPar ,4,45,15,41155
our ,173,NoPar,4,45,15,36991
other ,173,NoPar ,4,45,15,41067
our ,174,NoPar,4,45,15,36991
other ,174,NoPar ,4,45,15,35505
our ,175,NoPar,4,45,15,36991
other ,175,NoPar ,4,45,15,41315
our ,176,NoPar,4,45,15,36991
other ,176,NoPar ,4,45,15,40634
our ,177,NoPar,4,45,15,36991
other ,177,NoPar ,4,45,15,37687
our ,178,NoPar,4,45,15,36991
other ,178,NoPar ,4,45,15,38353
our ,179,NoPar,4,45,15,36991
other ,179,NoPar ,4,45,15,38507
our ,180,NoPar,4,45,15,36991
other ,180,NoPar ,4,45,15,40365
our ,181,NoPar,4,45,15,36991
other ,181,NoPar ,4,45,15,38833
our ,182,NoPar,4,45,15,36991
other ,182,NoPar ,4,45,15,37985
our ,183,NoPar,4,45,15,36991
other ,183,NoPar ,4,45,15,41747
our ,184,NoPar,4,45,15,36991
other ,184,NoPar ,4,45,15,36485
our ,185,NoPar,4,45,15,36991
other ,185,NoPar ,4,45,15,36243
our ,186,NoPar,4,45,15,36991
other ,186,NoPar ,4,45,15,38009
our ,187,NoPar,4,45,15,36991
other ,187,NoPar ,4,45,15,40758
our ,188,NoPar,4,45,15,36991
other ,188,NoPar ,4,45,15,36733
our ,189,NoPar,4,45,15,36991
other ,189,NoPar ,4,45,15,36669
our ,190,NoPar,4,45,15,36991
other ,190,NoPar ,4,45,15,40854
our ,191,NoPar,4,45,15,36991
other ,191,NoPar ,4,45,15,37873
our ,192,NoPar,4,45,15,36991
other ,192,NoPar ,4,45,15,39970
our ,193,NoPar,4,45,15,36991
other ,193,NoPar ,4,45,15,37732
our ,194,NoPar,4,45,15,36991
other ,194,NoPar ,4,45,15,38638
our ,195,NoPar,4,45,15,36991
other ,195,NoPar ,4,45,15,38064
our ,196,NoPar,4,45,15,36991
other ,196,NoPar ,4,45,15,39331
our ,197,NoPar,4,45,15,36991
other ,197,NoPar ,4,45,15,38183
our ,198,NoPar,4,45,15,36991
other ,198,NoPar ,4,45,15,38141
our ,199,NoPar,4,45,15,36991
other ,199,NoPar ,4,45,15,37610
our ,200,NoPar,4,45,15,36991
other ,200,NoPar ,4,45,15,38194
our ,201,NoPar,4,45,15,36991
other ,201,NoPar ,4,45,15,41420
our ,202,NoPar,4,45,15,36991
other ,202,NoPar ,4,45,15,41467
our ,203,NoPar,4,45,15,36991
other ,203,NoPar ,4,45,15,36686
our ,204,NoPar,4,45,15,36991
other ,204,NoPar ,4,45,15,37067
our ,205,NoPar,4,45,15,36991
other ,205,NoPar ,4,45,15,39654
our ,206,NoPar,4,45,15,36991
other ,206,NoPar ,4,45,15,40784
our ,207,NoPar,4,45,15,36991
other ,207,NoPar ,4,45,15,42971
our ,208,NoPar,4,45,15,36991
other ,208,NoPar ,4,45,15,42031
our ,209,NoPar,4,45,15,36991
other ,209,NoPar ,4,45,15,43173
our ,210,NoPar,4,45,15,36991
other ,210,NoPar ,4,45,15,41384
our ,211,NoPar,4,45,15,36991
other ,211,NoPar ,4,45,15,43303
our ,212,NoPar,4,45,15,36991
other ,212,NoPar ,4,45,15,37312
our ,213,NoPar,4,45,15,36991
other ,213,NoPar ,4,45,15,39004
our ,214,NoPar,4,45,15,36991
other ,214,NoPar ,4,45,15,39325
our ,215,NoPar,4,45,15,36991
other ,215,NoPar ,4,45,15,36164
our ,216,NoPar,4,45,15,36991
other ,216,NoPar ,4,45,15,39820
our ,217,NoPar,4,45,15,36991
other ,217,NoPar ,4,45,15,41977
our ,218,NoPar,4,45,15,36991
other ,218,NoPar ,4,45,15,36943
our ,219,NoPar,4,45,15,36991
other ,219,NoPar ,4,45,15,35780
our ,220,NoPar,4,45,15,36991
other ,220,NoPar ,4,45,15,38969
our ,221,NoPar,4,45,15,36991
other ,221,NoPar ,4,45,15,40537
our ,222,NoPar,4,45,15,36991
other ,222,NoPar ,4,45,15,37990
our ,223,NoPar,4,45,15,36991
other ,223,NoPar ,4,45,15,36973
our ,224,NoPar,4,45,15,36991
other ,224,NoPar ,4,45,15,37057
our ,225,NoPar,4,45,15,36991
other ,225,NoPar ,4,45,15,40924
our ,226,NoPar,4,45,15,36991
other ,226,NoPar ,4,45,15,38022
our ,227,NoPar,4,45,15,36991
other ,227,NoPar ,4,45,15,44081
our ,228,NoPar,4,45,15,36991
other ,228,NoPar ,4,45,15,40470
our ,229,NoPar,4,45,15,36991
other ,229,NoPar ,4,45,15,40016
our ,230,NoPar,4,45,15,36991
other ,230,NoPar ,4,45,15,38237
our ,231,NoPar,4,45,15,36991
other ,231,NoPar ,4,45,15,38380
our ,232,NoPar,4,45,15,36991
other ,232,NoPar ,4,45,15,39064
our ,233,NoPar,4,45,15,36991
other ,233,NoPar ,4,45,15,37167
our ,234,NoPar,4,45,15,36991
other ,234,NoPar ,4,45,15,38338
our ,235,NoPar,4,45,15,36991
other ,235,NoPar ,4,45,15,36476
our ,236,NoPar,4,45,15,36991
other ,236,NoPar ,4,45,15,38094
our ,237,NoPar,4,45,15,36991
other ,237,NoPar ,4,45,15,39160
our ,238,NoPar,4,45,15,36991
other ,238,NoPar ,4,45,15,37183
our ,239,NoPar,4,45,15,36991
other ,239,NoPar ,4,45,15,41124
our ,240,NoPar,4,45,15,36991
other ,240,NoPar ,4,45,15,41021
our ,241,NoPar,4,45,15,36991
other ,241,NoPar ,4,45,15,38111
our ,242,NoPar,4,45,15,36991
other ,242,NoPar ,4,45,15,36445
our ,243,NoPar,4,45,15,36991
other ,243,NoPar ,4,45,15,38654
our ,244,NoPar,4,45,15,36991
other ,244,NoPar ,4,45,15,41450
our ,245,NoPar,4,45,15,36991
other ,245,NoPar ,4,45,15,37624
our ,246,NoPar,4,45,15,36991
other ,246,NoPar ,4,45,15,40910
our ,247,NoPar,4,45,15,36991
other ,247,NoPar ,4,45,15,38644
our ,248,NoPar,4,45,15,36991
other ,248,NoPar ,4,45,15,39501
our ,249,NoPar,4,45,15,36991
other ,249,NoPar ,4,45,15,44284
our ,250,NoPar,4,45,15,36991
other ,250,NoPar ,4,45,15,43551
our ,251,NoPar,4,45,15,36991
other ,251,NoPar ,4,45,15,37159
our ,252,NoPar,4,45,15,36991
other ,252,NoPar ,4,45,15,41114
our ,253,NoPar,4,45,15,36991
other ,253,NoPar ,4,45,15,37489
our ,254,NoPar,4,45,15,36991
other ,254,NoPar ,4,45,15,38103
our ,255,NoPar,4,45,15,36991
other ,255,NoPar ,4,45,15,40091
our ,256,NoPar,4,45,15,36991
other ,256,NoPar ,4,45,15,42360
our ,257,NoPar,4,45,15,36991
other ,257,NoPar ,4,45,15,35640
our ,258,NoPar,4,45,15,36991
other ,258,NoPar ,4,45,15,39946
our ,259,NoPar,4,45,15,36991
other ,259,NoPar ,4,45,15,43691
our ,260,NoPar,4,45,15,36991
other ,260,NoPar ,4,45,15,37000
our ,261,NoPar,4,45,15,36991
other ,261,NoPar ,4,45,15,41145
our ,262,NoPar,4,45,15,36991
other ,262,NoPar ,4,45,15,42439
our ,263,NoPar,4,45,15,36991
other ,263,NoPar ,4,45,15,40400
our ,264,NoPar,4,45,15,36991
other ,264,NoPar ,4,45,15,38015
our ,265,NoPar,4,45,15,36991
other ,265,NoPar ,4,45,15,39640
our ,266,NoPar,4,45,15,36991
other ,266,NoPar ,4,45,15,38078
our ,267,NoPar,4,45,15,36991
other ,267,NoPar ,4,45,15,38950
our ,268,NoPar,4,45,15,36991
other ,268,NoPar ,4,45,15,40168
our ,269,NoPar,4,45,15,36991
other ,269,NoPar ,4,45,15,43301
our ,270,NoPar,4,45,15,36991
other ,270,NoPar ,4,45,15,43513
our ,271,NoPar,4,45,15,36991
other ,271,NoPar ,4,45,15,41797
our ,272,NoPar,4,45,15,36991
other ,272,NoPar ,4,45,15,36403
our ,273,NoPar,4,45,15,36991
other ,273,NoPar ,4,45,15,42580
our ,274,NoPar,4,45,15,36991
other ,274,NoPar ,4,45,15,40060
our ,275,NoPar,4,45,15,36991
other ,275,NoPar ,4,45,15,41901
our ,276,NoPar,4,45,15,36991
other ,276,NoPar ,4,45,15,37036
our ,277,NoPar,4,45,15,36991
other ,277,NoPar ,4,45,15,43601
our ,278,NoPar,4,45,15,36991
other ,278,NoPar ,4,45,15,37571
our ,279,NoPar,4,45,15,36991
other ,279,NoPar ,4,45,15,36564
our ,280,NoPar,4,45,15,36991
other ,280,NoPar ,4,45,15,41212
our ,281,NoPar,4,45,15,36991
other ,281,NoPar ,4,45,15,41428
our ,282,NoPar,4,45,15,36991
other ,282,NoPar ,4,45,15,39755
our ,283,NoPar,4,45,15,36991
other ,283,NoPar ,4,45,15,40609
our ,284,NoPar,4,45,15,36991
other ,284,NoPar ,4,45,15,42384
our ,285,NoPar,4,45,15,36991
other ,285,NoPar ,4,45,15,38510
our ,286,NoPar,4,45,15,36991
other ,286,NoPar ,4,45,15,36413
our ,287,NoPar,4,45,15,36991
other ,287,NoPar ,4,45,15,37317
our ,288,NoPar,4,45,15,36991
other ,288,NoPar ,4,45,15,37861
our ,289,NoPar,4,45,15,36991
other ,289,NoPar ,4,45,15,38856
our ,290,NoPar,4,45,15,36991
other ,290,NoPar ,4,45,15,40426
our ,291,NoPar,4,45,15,36991
other ,291,NoPar ,4,45,15,42007
our ,292,NoPar,4,45,15,36991
other ,292,NoPar ,4,45,15,39253
our ,293,NoPar,4,45,15,36991
other ,293,NoPar ,4,45,15,39905
our ,294,NoPar,4,45,15,36991
other ,294,NoPar ,4,45,15,40328
our ,295,NoPar,4,45,15,36991
other ,295,NoPar ,4,45,15,36159
our ,296,NoPar,4,45,15,36991
other ,296,NoPar ,4,45,15,40585
our ,297,NoPar,4,45,15,36991
other ,297,NoPar ,4,45,15,41895
our ,298,NoPar,4,45,15,36991
other ,298,NoPar ,4,45,15,37361
our ,299,NoPar,4,45,15,36991
other ,299,NoPar ,4,45,15,37557
our ,300,NoPar,4,45,15,36991
other ,300,NoPar ,4,45,15,41176
our ,301,NoPar,4,45,15,36991
other ,301,NoPar ,4,45,15,36307
our ,302,NoPar,4,45,15,36991
other ,302,NoPar ,4,45,15,40955
our ,303,NoPar,4,45,15,36991
other ,303,NoPar ,4,45,15,39525
our ,304,NoPar,4,45,15,36991
other ,304,NoPar ,4,45,15,43013
our ,305,NoPar,4,45,15,36991
other ,305,NoPar ,4,45,15,40285
our ,306,NoPar,4,45,15,36991
other ,306,NoPar ,4,45,15,42865
our ,307,NoPar,4,45,15,36991
other ,307,NoPar ,4,45,15,35590
our ,308,NoPar,4,45,15,36991
other ,308,NoPar ,4,45,15,39979
our ,309,NoPar,4,45,15,36991
other ,309,NoPar ,4,45,15,36645
our ,310,NoPar,4,45,15,36991
other ,310,NoPar ,4,45,15,41746
our ,311,NoPar,4,45,15,36991
other ,311,NoPar ,4,45,15,41096
our ,312,NoPar,4,45,15,36991
other ,312,NoPar ,4,45,15,40813
our ,313,NoPar,4,45,15,36991
other ,313,NoPar ,4,45,15,41183
our ,314,NoPar,4,45,15,36991
other ,314,NoPar ,4,45,15,39934
our ,315,NoPar,4,45,15,36991
other ,315,NoPar ,4,45,15,40392
our ,316,NoPar,4,45,15,36991
other ,316,NoPar ,4,45,15,36759
our ,317,NoPar,4,45,15,36991
other ,317,NoPar ,4,45,15,39383
our ,318,NoPar,4,45,15,36991
other ,318,NoPar ,4,45,15,41965
our ,319,NoPar,4,45,15,36991
other ,319,NoPar ,4,45,15,42872
our ,320,NoPar,4,45,15,36991
other ,320,NoPar ,4,45,15,40473
our ,321,NoPar,4,45,15,36991
other ,321,NoPar ,4,45,15,42562
our ,322,NoPar,4,45,15,36991
other ,322,NoPar ,4,45,15,36746
our ,323,NoPar,4,45,15,36991
other ,323,NoPar ,4,45,15,43208
our ,324,NoPar,4,45,15,36991
other ,324,NoPar ,4,45,15,39412
our ,325,NoPar,4,45,15,36991
other ,325,NoPar ,4,45,15,37301
our ,326,NoPar,4,45,15,36991
other ,326,NoPar ,4,45,15,40330
our ,327,NoPar,4,45,15,36991
other ,327,NoPar ,4,45,15,39562
our ,328,NoPar,4,45,15,36991
other ,328,NoPar ,4,45,15,38467
our ,329,NoPar,4,45,15,36991
other ,329,NoPar ,4,45,15,36758
our ,330,NoPar,4,45,15,36991
other ,330,NoPar ,4,45,15,37291
our ,331,NoPar,4,45,15,36991
other ,331,NoPar ,4,45,15,36914
our ,332,NoPar,4,45,15,36991
other ,332,NoPar ,4,45,15,41142
our ,333,NoPar,4,45,15,36991
other ,333,NoPar ,4,45,15,38739
our ,334,NoPar,4,45,15,36991
other ,334,NoPar ,4,45,15,38121
our ,335,NoPar,4,45,15,36991
other ,335,NoPar ,4,45,15,36955
our ,336,NoPar,4,45,15,36991
other ,336,NoPar ,4,45,15,35575
our ,337,NoPar,4,45,15,36991
other ,337,NoPar ,4,45,15,39326
our ,338,NoPar,4,45,15,36991
other ,338,NoPar ,4,45,15,36169
our ,339,NoPar,4,45,15,36991
other ,339,NoPar ,4,45,15,41368
our ,340,NoPar,4,45,15,36991
other ,340,NoPar ,4,45,15,38360
our ,341,NoPar,4,45,15,36991
other ,341,NoPar ,4,45,15,40753
our ,342,NoPar,4,45,15,36991
other ,342,NoPar ,4,45,15,40780
our ,343,NoPar,4,45,15,36991
other ,343,NoPar ,4,45,15,41621
our ,344,NoPar,4,45,15,36991
other ,344,NoPar ,4,45,15,40199
our ,345,NoPar,4,45,15,36991
other ,345,NoPar ,4,45,15,37340
our ,346,NoPar,4,45,15,36991
other ,346,NoPar ,4,45,15,37025
our ,347,NoPar,4,45,15,36991
other ,347,NoPar ,4,45,15,39084
our ,348,NoPar,4,45,15,36991
other ,348,NoPar ,4,45,15,36416
our ,349,NoPar,4,45,15,36991
other ,349,NoPar ,4,45,15,36281
our ,350,NoPar,4,45,15,36991
other ,350,NoPar ,4,45,15,38277
our ,351,NoPar,4,45,15,36991
other ,351,NoPar ,4,45,15,41093
our ,352,NoPar,4,45,15,36991
other ,352,NoPar ,4,45,15,39831
our ,353,NoPar,4,45,15,36991
other ,353,NoPar ,4,45,15,37606
our ,354,NoPar,4,45,15,36991
other ,354,NoPar ,4,45,15,36932
our ,355,NoPar,4,45,15,36991
other ,355,NoPar ,4,45,15,39470
our ,356,NoPar,4,45,15,36991
other ,356,NoPar ,4,45,15,37081
our ,357,NoPar,4,45,15,36991
other ,357,NoPar ,4,45,15,35813
our ,358,NoPar,4,45,15,36991
other ,358,NoPar ,4,45,15,40654
our ,359,NoPar,4,45,15,36991
other ,359,NoPar ,4,45,15,40102
our ,360,NoPar,4,45,15,36991
other ,360,NoPar ,4,45,15,39341
our ,361,NoPar,4,45,15,36991
other ,361,NoPar ,4,45,15,42219
our ,362,NoPar,4,45,15,36991
other ,362,NoPar ,4,45,15,40672
our ,363,NoPar,4,45,15,36991
other ,363,NoPar ,4,45,15,39277
our ,364,NoPar,4,45,15,36991
other ,364,NoPar ,4,45,15,39436
our ,365,NoPar,4,45,15,36991
other ,365,NoPar ,4,45,15,40258
our ,366,NoPar,4,45,15,36991
other ,366,NoPar ,4,45,15,39932
our ,367,NoPar,4,45,15,36991
other ,367,NoPar ,4,45,15,36362
our ,368,NoPar,4,45,15,36991
other ,368,NoPar ,4,45,15,37319
our ,369,NoPar,4,45,15,36991
other ,369,NoPar ,4,45,15,40790
our ,370,NoPar,4,45,15,36991
other ,370,NoPar ,4,45,15,38916
our ,371,NoPar,4,45,15,36991
other ,371,NoPar ,4,45,15,44028
our ,372,NoPar,4,45,15,36991
other ,372,NoPar ,4,45,15,36722
our ,373,NoPar,4,45,15,36991
other ,373,NoPar ,4,45,15,40872
our ,374,NoPar,4,45,15,36991
other ,374,NoPar ,4,45,15,39613
our ,375,NoPar,4,45,15,36991
other ,375,NoPar ,4,45,15,37824
our ,376,NoPar,4,45,15,36991
other ,376,NoPar ,4,45,15,40661
our ,377,NoPar,4,45,15,36991
other ,377,NoPar ,4,45,15,37719
our ,378,NoPar,4,45,15,36991
other ,378,NoPar ,4,45,15,39351
our ,379,NoPar,4,45,15,36991
other ,379,NoPar ,4,45,15,37810
our ,380,NoPar,4,45,15,36991
other ,380,NoPar ,4,45,15,37585
our ,381,NoPar,4,45,15,36991
other ,381,NoPar ,4,45,15,40958
our ,382,NoPar,4,45,15,36991
other ,382,NoPar ,4,45,15,40895
our ,383,NoPar,4,45,15,36991
other ,383,NoPar ,4,45,15,35891
our ,384,NoPar,4,45,15,36991
other ,384,NoPar ,4,45,15,37811
our ,385,NoPar,4,45,15,36991
other ,385,NoPar ,4,45,15,38132
our ,386,NoPar,4,45,15,36991
other ,386,NoPar ,4,45,15,38135
our ,387,NoPar,4,45,15,36991
other ,387,NoPar ,4,45,15,43901
our ,388,NoPar,4,45,15,36991
other ,388,NoPar ,4,45,15,39072
our ,389,NoPar,4,45,15,36991
other ,389,NoPar ,4,45,15,40072
our ,390,NoPar,4,45,15,36991
other ,390,NoPar ,4,45,15,37383
our ,391,NoPar,4,45,15,36991
other ,391,NoPar ,4,45,15,35837
our ,392,NoPar,4,45,15,36991
other ,392,NoPar ,4,45,15,36471
our ,393,NoPar,4,45,15,36991
other ,393,NoPar ,4,45,15,37398
our ,394,NoPar,4,45,15,36991
other ,394,NoPar ,4,45,15,41558
our ,395,NoPar,4,45,15,36991
other ,395,NoPar ,4,45,15,37739
our ,396,NoPar,4,45,15,36991
other ,396,NoPar ,4,45,15,43379
our ,397,NoPar,4,45,15,36991
other ,397,NoPar ,4,45,15,39986
our ,398,NoPar,4,45,15,36991
other ,398,NoPar ,4,45,15,40311
our ,399,NoPar,4,45,15,36991
other ,399,NoPar ,4,45,15,36961
our ,400,NoPar,4,45,15,36991
other ,400,NoPar ,4,45,15,37561
our ,401,NoPar,4,45,15,36991
other ,401,NoPar ,4,45,15,36559
our ,402,NoPar,4,45,15,36991
other ,402,NoPar ,4,45,15,39911
our ,403,NoPar,4,45,15,36991
other ,403,NoPar ,4,45,15,40398
our ,404,NoPar,4,45,15,36991
other ,404,NoPar ,4,45,15,39529
our ,405,NoPar,4,45,15,36991
other ,405,NoPar ,4,45,15,40459
our ,406,NoPar,4,45,15,36991
other ,406,NoPar ,4,45,15,39944
our ,407,NoPar,4,45,15,36991
other ,407,NoPar ,4,45,15,37577
our ,408,NoPar,4,45,15,36991
other ,408,NoPar ,4,45,15,39082
our ,409,NoPar,4,45,15,36991
other ,409,NoPar ,4,45,15,41616
our ,410,NoPar,4,45,15,36991
other ,410,NoPar ,4,45,15,35559
our ,411,NoPar,4,45,15,36991
other ,411,NoPar ,4,45,15,40231
our ,412,NoPar,4,45,15,36991
other ,412,NoPar ,4,45,15,40429
our ,413,NoPar,4,45,15,36991
other ,413,NoPar ,4,45,15,37251
our ,414,NoPar,4,45,15,36991
other ,414,NoPar ,4,45,15,36264
our ,415,NoPar,4,45,15,36991
other ,415,NoPar ,4,45,15,37848
our ,416,NoPar,4,45,15,36991
other ,416,NoPar ,4,45,15,40264
our ,417,NoPar,4,45,15,36991
other ,417,NoPar ,4,45,15,40993
our ,418,NoPar,4,45,15,36991
other ,418,NoPar ,4,45,15,38057
our ,419,NoPar,4,45,15,36991
other ,419,NoPar ,4,45,15,36338
our ,420,NoPar,4,45,15,36991
other ,420,NoPar ,4,45,15,40501
our ,421,NoPar,4,45,15,36991
other ,421,NoPar ,4,45,15,37348
our ,422,NoPar,4,45,15,36991
other ,422,NoPar ,4,45,15,36242
our ,423,NoPar,4,45,15,36991
other ,423,NoPar ,4,45,15,43797
our ,424,NoPar,4,45,15,36991
other ,424,NoPar ,4,45,15,40377
our ,425,NoPar,4,45,15,36991
other ,425,NoPar ,4,45,15,39479
our ,426,NoPar,4,45,15,36991
other ,426,NoPar ,4,45,15,37752
our ,427,NoPar,4,45,15,36991
other ,427,NoPar ,4,45,15,37360
our ,428,NoPar,4,45,15,36991
other ,428,NoPar ,4,45,15,36967
our ,429,NoPar,4,45,15,36991
other ,429,NoPar ,4,45,15,36457
our ,430,NoPar,4,45,15,36991
other ,430,NoPar ,4,45,15,41880
our ,431,NoPar,4,45,15,36991
other ,431,NoPar ,4,45,15,42289
our ,432,NoPar,4,45,15,36991
other ,432,NoPar ,4,45,15,39241
our ,433,NoPar,4,45,15,36991
other ,433,NoPar ,4,45,15,38073
our ,434,NoPar,4,45,15,36991
other ,434,NoPar ,4,45,15,38766
our ,435,NoPar,4,45,15,36991
other ,435,NoPar ,4,45,15,40785
our ,436,NoPar,4,45,15,36991
