names,index,setting,Core,Parallelism,cri,makespan
our ,187,NoCore,5,30,20,37102
our ,168,NoCore,6,30,20,33535
other ,187,NoCore ,5,30,20,39327
other ,168,NoCore ,6,30,20,37323
our ,188,NoCore,5,30,20,37102
our ,169,NoCore,6,30,20,33535
other ,169,NoCore ,6,30,20,36039
other ,188,NoCore ,5,30,20,38658
our ,170,NoCore,6,30,20,33535
our ,189,NoCore,5,30,20,37102
other ,170,NoCore ,6,30,20,36691
other ,189,NoCore ,5,30,20,42432
our ,190,NoCore,5,30,20,37102
our ,171,NoCore,6,30,20,33535
other ,190,NoCore ,5,30,20,38803
other ,171,NoCore ,6,30,20,38311
our ,191,NoCore,5,30,20,37102
our ,172,NoCore,6,30,20,33535
other ,191,NoCore ,5,30,20,39586
other ,172,NoCore ,6,30,20,36840
our ,173,NoCore,6,30,20,33535
our ,192,NoCore,5,30,20,37102
other ,173,NoCore ,6,30,20,36920
other ,192,NoCore ,5,30,20,41847
our ,174,NoCore,6,30,20,33535
our ,193,NoCore,5,30,20,37102
other ,174,NoCore ,6,30,20,35800
other ,193,NoCore ,5,30,20,41955
our ,175,NoCore,6,30,20,33535
our ,194,NoCore,5,30,20,37102
other ,175,NoCore ,6,30,20,38645
other ,194,NoCore ,5,30,20,38383
our ,176,NoCore,6,30,20,33535
our ,195,NoCore,5,30,20,37102
other ,176,NoCore ,6,30,20,35652
other ,195,NoCore ,5,30,20,39202
our ,177,NoCore,6,30,20,33535
our ,196,NoCore,5,30,20,37102
other ,177,NoCore ,6,30,20,39508
other ,196,NoCore ,5,30,20,40569
our ,178,NoCore,6,30,20,33535
our ,0,NoCore,8,30,20,25472
our ,197,NoCore,5,30,20,37102
other ,178,NoCore ,6,30,20,33955
other ,0,NoCore ,8,30,20,28357
other ,197,NoCore ,5,30,20,39262
our ,179,NoCore,6,30,20,33535
our ,1,NoCore,8,30,20,25472
our ,198,NoCore,5,30,20,37102
other ,179,NoCore ,6,30,20,37751
other ,198,NoCore ,5,30,20,40146
our ,180,NoCore,6,30,20,33535
our ,199,NoCore,5,30,20,37102
other ,1,NoCore ,8,30,20,25146
our ,2,NoCore,8,30,20,25472
other ,180,NoCore ,6,30,20,33913
other ,199,NoCore ,5,30,20,38861
our ,181,NoCore,6,30,20,33535
other ,2,NoCore ,8,30,20,30100
our ,200,NoCore,5,30,20,37102
our ,3,NoCore,8,30,20,25472
other ,181,NoCore ,6,30,20,34356
other ,200,NoCore ,5,30,20,37225
our ,182,NoCore,6,30,20,33535
other ,3,NoCore ,8,30,20,25864
other ,182,NoCore ,6,30,20,33678
our ,201,NoCore,5,30,20,37102
our ,4,NoCore,8,30,20,25472
our ,183,NoCore,6,30,20,33535
other ,201,NoCore ,5,30,20,42656
other ,4,NoCore ,8,30,20,30204
other ,183,NoCore ,6,30,20,38446
our ,202,NoCore,5,30,20,37102
our ,5,NoCore,8,30,20,25472
our ,184,NoCore,6,30,20,33535
other ,202,NoCore ,5,30,20,39713
our ,203,NoCore,5,30,20,37102
other ,184,NoCore ,6,30,20,39523
our ,185,NoCore,6,30,20,33535
other ,203,NoCore ,5,30,20,40745
other ,5,NoCore ,8,30,20,32133
other ,185,NoCore ,6,30,20,37046
our ,204,NoCore,5,30,20,37102
our ,6,NoCore,8,30,20,25472
our ,186,NoCore,6,30,20,33535
other ,204,NoCore ,5,30,20,39772
other ,186,NoCore ,6,30,20,34524
other ,6,NoCore ,8,30,20,29423
our ,205,NoCore,5,30,20,37102
our ,187,NoCore,6,30,20,33535
our ,7,NoCore,8,30,20,25472
other ,205,NoCore ,5,30,20,41904
other ,187,NoCore ,6,30,20,37495
our ,206,NoCore,5,30,20,37102
our ,188,NoCore,6,30,20,33535
other ,206,NoCore ,5,30,20,38779
other ,188,NoCore ,6,30,20,38398
our ,207,NoCore,5,30,20,37102
our ,189,NoCore,6,30,20,33535
other ,7,NoCore ,8,30,20,25875
other ,207,NoCore ,5,30,20,37961
other ,189,NoCore ,6,30,20,37174
our ,8,NoCore,8,30,20,25472
our ,208,NoCore,5,30,20,37102
our ,190,NoCore,6,30,20,33535
other ,208,NoCore ,5,30,20,40015
other ,8,NoCore ,8,30,20,26873
other ,190,NoCore ,6,30,20,38854
our ,209,NoCore,5,30,20,37102
our ,9,NoCore,8,30,20,25472
our ,191,NoCore,6,30,20,33535
other ,209,NoCore ,5,30,20,38214
other ,191,NoCore ,6,30,20,37267
our ,210,NoCore,5,30,20,37102
our ,192,NoCore,6,30,20,33535
other ,192,NoCore ,6,30,20,35531
other ,210,NoCore ,5,30,20,42155
other ,9,NoCore ,8,30,20,29951
our ,193,NoCore,6,30,20,33535
our ,211,NoCore,5,30,20,37102
our ,10,NoCore,8,30,20,25472
other ,193,NoCore ,6,30,20,34933
other ,211,NoCore ,5,30,20,40316
our ,194,NoCore,6,30,20,33535
other ,10,NoCore ,8,30,20,27961
our ,212,NoCore,5,30,20,37102
other ,194,NoCore ,6,30,20,37047
our ,11,NoCore,8,30,20,25472
our ,195,NoCore,6,30,20,33535
other ,212,NoCore ,5,30,20,38892
our ,213,NoCore,5,30,20,37102
other ,195,NoCore ,6,30,20,36793
our ,196,NoCore,6,30,20,33535
other ,213,NoCore ,5,30,20,38678
other ,11,NoCore ,8,30,20,26682
other ,196,NoCore ,6,30,20,33114
our ,214,NoCore,5,30,20,37102
our ,197,NoCore,6,30,20,33535
our ,12,NoCore,8,30,20,25472
other ,214,NoCore ,5,30,20,39547
other ,197,NoCore ,6,30,20,35385
other ,12,NoCore ,8,30,20,25325
our ,215,NoCore,5,30,20,37102
our ,198,NoCore,6,30,20,33535
our ,13,NoCore,8,30,20,25472
other ,215,NoCore ,5,30,20,40442
other ,198,NoCore ,6,30,20,38389
other ,13,NoCore ,8,30,20,31552
our ,216,NoCore,5,30,20,37102
our ,199,NoCore,6,30,20,33535
other ,199,NoCore ,6,30,20,36696
other ,216,NoCore ,5,30,20,42268
our ,200,NoCore,6,30,20,33535
our ,14,NoCore,8,30,20,25472
our ,217,NoCore,5,30,20,37102
other ,200,NoCore ,6,30,20,34199
other ,217,NoCore ,5,30,20,37922
other ,14,NoCore ,8,30,20,27598
our ,201,NoCore,6,30,20,33535
our ,218,NoCore,5,30,20,37102
our ,15,NoCore,8,30,20,25472
other ,201,NoCore ,6,30,20,33974
other ,218,NoCore ,5,30,20,38855
our ,202,NoCore,6,30,20,33535
our ,219,NoCore,5,30,20,37102
other ,15,NoCore ,8,30,20,27692
other ,202,NoCore ,6,30,20,38073
our ,16,NoCore,8,30,20,25472
other ,219,NoCore ,5,30,20,39294
our ,203,NoCore,6,30,20,33535
our ,220,NoCore,5,30,20,37102
other ,16,NoCore ,8,30,20,26193
other ,203,NoCore ,6,30,20,36854
our ,17,NoCore,8,30,20,25472
other ,220,NoCore ,5,30,20,43685
our ,204,NoCore,6,30,20,33535
our ,221,NoCore,5,30,20,37102
other ,17,NoCore ,8,30,20,28253
other ,204,NoCore ,6,30,20,39526
other ,221,NoCore ,5,30,20,38495
our ,205,NoCore,6,30,20,33535
our ,222,NoCore,5,30,20,37102
other ,205,NoCore ,6,30,20,35405
our ,18,NoCore,8,30,20,25472
our ,206,NoCore,6,30,20,33535
other ,222,NoCore ,5,30,20,40941
other ,206,NoCore ,6,30,20,36852
other ,18,NoCore ,8,30,20,24964
our ,223,NoCore,5,30,20,37102
our ,207,NoCore,6,30,20,33535
our ,19,NoCore,8,30,20,25472
other ,223,NoCore ,5,30,20,39029
our ,224,NoCore,5,30,20,37102
other ,207,NoCore ,6,30,20,36593
other ,19,NoCore ,8,30,20,28781
our ,208,NoCore,6,30,20,33535
other ,224,NoCore ,5,30,20,37462
our ,225,NoCore,5,30,20,37102
other ,208,NoCore ,6,30,20,38992
our ,209,NoCore,6,30,20,33535
other ,225,NoCore ,5,30,20,37852
our ,226,NoCore,5,30,20,37102
other ,209,NoCore ,6,30,20,39909
our ,20,NoCore,8,30,20,25472
our ,210,NoCore,6,30,20,33535
other ,226,NoCore ,5,30,20,38710
our ,227,NoCore,5,30,20,37102
other ,210,NoCore ,6,30,20,37468
other ,20,NoCore ,8,30,20,26746
our ,211,NoCore,6,30,20,33535
other ,227,NoCore ,5,30,20,38540
our ,21,NoCore,8,30,20,25472
our ,228,NoCore,5,30,20,37102
other ,211,NoCore ,6,30,20,35254
other ,21,NoCore ,8,30,20,27745
other ,228,NoCore ,5,30,20,39678
our ,212,NoCore,6,30,20,33535
our ,229,NoCore,5,30,20,37102
other ,212,NoCore ,6,30,20,36850
our ,213,NoCore,6,30,20,33535
other ,229,NoCore ,5,30,20,39381
our ,230,NoCore,5,30,20,37102
other ,213,NoCore ,6,30,20,35207
our ,22,NoCore,8,30,20,25472
our ,214,NoCore,6,30,20,33535
other ,230,NoCore ,5,30,20,36735
other ,22,NoCore ,8,30,20,27132
our ,231,NoCore,5,30,20,37102
other ,214,NoCore ,6,30,20,35974
our ,23,NoCore,8,30,20,25472
our ,215,NoCore,6,30,20,33535
other ,231,NoCore ,5,30,20,37696
other ,23,NoCore ,8,30,20,26305
our ,232,NoCore,5,30,20,37102
other ,215,NoCore ,6,30,20,34960
our ,216,NoCore,6,30,20,33535
other ,232,NoCore ,5,30,20,39790
other ,216,NoCore ,6,30,20,36305
our ,233,NoCore,5,30,20,37102
our ,24,NoCore,8,30,20,25472
our ,217,NoCore,6,30,20,33535
other ,233,NoCore ,5,30,20,40275
other ,24,NoCore ,8,30,20,26423
other ,217,NoCore ,6,30,20,39237
our ,234,NoCore,5,30,20,37102
our ,25,NoCore,8,30,20,25472
our ,218,NoCore,6,30,20,33535
other ,234,NoCore ,5,30,20,41858
other ,25,NoCore ,8,30,20,25755
other ,218,NoCore ,6,30,20,39019
our ,235,NoCore,5,30,20,37102
our ,26,NoCore,8,30,20,25472
our ,219,NoCore,6,30,20,33535
other ,235,NoCore ,5,30,20,38540
our ,236,NoCore,5,30,20,37102
other ,219,NoCore ,6,30,20,35123
other ,26,NoCore ,8,30,20,30644
our ,220,NoCore,6,30,20,33535
other ,236,NoCore ,5,30,20,38570
our ,27,NoCore,8,30,20,25472
our ,237,NoCore,5,30,20,37102
other ,220,NoCore ,6,30,20,35168
other ,27,NoCore ,8,30,20,28583
our ,221,NoCore,6,30,20,33535
other ,237,NoCore ,5,30,20,37200
our ,28,NoCore,8,30,20,25472
our ,238,NoCore,5,30,20,37102
other ,221,NoCore ,6,30,20,36263
our ,222,NoCore,6,30,20,33535
other ,238,NoCore ,5,30,20,42965
other ,222,NoCore ,6,30,20,33868
our ,239,NoCore,5,30,20,37102
our ,223,NoCore,6,30,20,33535
other ,239,NoCore ,5,30,20,41499
other ,223,NoCore ,6,30,20,37058
our ,240,NoCore,5,30,20,37102
other ,28,NoCore ,8,30,20,27681
our ,224,NoCore,6,30,20,33535
our ,29,NoCore,8,30,20,25472
other ,224,NoCore ,6,30,20,34055
other ,240,NoCore ,5,30,20,39172
other ,29,NoCore ,8,30,20,26323
our ,225,NoCore,6,30,20,33535
our ,241,NoCore,5,30,20,37102
our ,30,NoCore,8,30,20,25472
other ,225,NoCore ,6,30,20,35003
other ,241,NoCore ,5,30,20,38486
our ,226,NoCore,6,30,20,33535
our ,242,NoCore,5,30,20,37102
other ,30,NoCore ,8,30,20,29680
other ,226,NoCore ,6,30,20,39397
other ,242,NoCore ,5,30,20,37909
our ,31,NoCore,8,30,20,25472
our ,227,NoCore,6,30,20,33535
our ,243,NoCore,5,30,20,37102
other ,227,NoCore ,6,30,20,39597
other ,31,NoCore ,8,30,20,25659
other ,243,NoCore ,5,30,20,39507
our ,228,NoCore,6,30,20,33535
our ,244,NoCore,5,30,20,37102
our ,32,NoCore,8,30,20,25472
other ,228,NoCore ,6,30,20,34301
other ,244,NoCore ,5,30,20,39495
our ,229,NoCore,6,30,20,33535
our ,245,NoCore,5,30,20,37102
other ,229,NoCore ,6,30,20,35983
other ,32,NoCore ,8,30,20,26341
our ,230,NoCore,6,30,20,33535
other ,245,NoCore ,5,30,20,39641
our ,246,NoCore,5,30,20,37102
our ,33,NoCore,8,30,20,25472
other ,230,NoCore ,6,30,20,36504
other ,246,NoCore ,5,30,20,39511
our ,231,NoCore,6,30,20,33535
other ,33,NoCore ,8,30,20,28922
our ,247,NoCore,5,30,20,37102
our ,34,NoCore,8,30,20,25472
other ,231,NoCore ,6,30,20,37609
other ,247,NoCore ,5,30,20,37254
our ,232,NoCore,6,30,20,33535
our ,248,NoCore,5,30,20,37102
other ,232,NoCore ,6,30,20,39004
other ,248,NoCore ,5,30,20,42692
our ,233,NoCore,6,30,20,33535
other ,34,NoCore ,8,30,20,27748
our ,249,NoCore,5,30,20,37102
other ,233,NoCore ,6,30,20,38917
our ,35,NoCore,8,30,20,25472
other ,249,NoCore ,5,30,20,40721
our ,234,NoCore,6,30,20,33535
our ,250,NoCore,5,30,20,37102
other ,35,NoCore ,8,30,20,26185
other ,234,NoCore ,6,30,20,40323
our ,36,NoCore,8,30,20,25472
other ,250,NoCore ,5,30,20,38598
our ,235,NoCore,6,30,20,33535
our ,251,NoCore,5,30,20,37102
other ,235,NoCore ,6,30,20,38429
other ,251,NoCore ,5,30,20,38947
our ,236,NoCore,6,30,20,33535
other ,36,NoCore ,8,30,20,26493
our ,252,NoCore,5,30,20,37102
other ,236,NoCore ,6,30,20,34427
our ,37,NoCore,8,30,20,25472
other ,252,NoCore ,5,30,20,38331
our ,237,NoCore,6,30,20,33535
our ,253,NoCore,5,30,20,37102
other ,37,NoCore ,8,30,20,32111
other ,237,NoCore ,6,30,20,37444
other ,253,NoCore ,5,30,20,42149
our ,38,NoCore,8,30,20,25472
our ,238,NoCore,6,30,20,33535
our ,254,NoCore,5,30,20,37102
other ,238,NoCore ,6,30,20,34320
other ,254,NoCore ,5,30,20,42877
our ,239,NoCore,6,30,20,33535
our ,255,NoCore,5,30,20,37102
other ,38,NoCore ,8,30,20,25504
other ,239,NoCore ,6,30,20,38794
our ,39,NoCore,8,30,20,25472
other ,255,NoCore ,5,30,20,41273
our ,240,NoCore,6,30,20,33535
our ,256,NoCore,5,30,20,37102
other ,39,NoCore ,8,30,20,31440
other ,240,NoCore ,6,30,20,38166
other ,256,NoCore ,5,30,20,37733
our ,40,NoCore,8,30,20,25472
our ,241,NoCore,6,30,20,33535
our ,257,NoCore,5,30,20,37102
other ,241,NoCore ,6,30,20,35228
other ,257,NoCore ,5,30,20,39038
our ,242,NoCore,6,30,20,33535
our ,258,NoCore,5,30,20,37102
other ,242,NoCore ,6,30,20,36249
other ,40,NoCore ,8,30,20,31988
other ,258,NoCore ,5,30,20,39671
our ,243,NoCore,6,30,20,33535
our ,41,NoCore,8,30,20,25472
our ,259,NoCore,5,30,20,37102
other ,243,NoCore ,6,30,20,35858
our ,244,NoCore,6,30,20,33535
other ,41,NoCore ,8,30,20,32167
other ,259,NoCore ,5,30,20,38132
other ,244,NoCore ,6,30,20,38279
our ,260,NoCore,5,30,20,37102
our ,42,NoCore,8,30,20,25472
our ,245,NoCore,6,30,20,33535
other ,260,NoCore ,5,30,20,41812
our ,261,NoCore,5,30,20,37102
other ,245,NoCore ,6,30,20,36645
other ,261,NoCore ,5,30,20,40325
our ,246,NoCore,6,30,20,33535
our ,262,NoCore,5,30,20,37102
other ,246,NoCore ,6,30,20,35410
other ,42,NoCore ,8,30,20,29729
other ,262,NoCore ,5,30,20,40789
our ,247,NoCore,6,30,20,33535
our ,43,NoCore,8,30,20,25472
our ,263,NoCore,5,30,20,37102
other ,247,NoCore ,6,30,20,38977
other ,43,NoCore ,8,30,20,28718
other ,263,NoCore ,5,30,20,39266
our ,248,NoCore,6,30,20,33535
our ,44,NoCore,8,30,20,25472
our ,264,NoCore,5,30,20,37102
other ,248,NoCore ,6,30,20,37080
other ,264,NoCore ,5,30,20,39660
our ,249,NoCore,6,30,20,33535
our ,265,NoCore,5,30,20,37102
other ,44,NoCore ,8,30,20,28198
other ,249,NoCore ,6,30,20,39629
other ,265,NoCore ,5,30,20,41773
our ,250,NoCore,6,30,20,33535
our ,45,NoCore,8,30,20,25472
our ,266,NoCore,5,30,20,37102
other ,250,NoCore ,6,30,20,38034
other ,45,NoCore ,8,30,20,30979
other ,266,NoCore ,5,30,20,43485
our ,251,NoCore,6,30,20,33535
our ,46,NoCore,8,30,20,25472
our ,267,NoCore,5,30,20,37102
other ,251,NoCore ,6,30,20,35085
other ,267,NoCore ,5,30,20,40342
other ,46,NoCore ,8,30,20,26292
our ,252,NoCore,6,30,20,33535
our ,268,NoCore,5,30,20,37102
our ,47,NoCore,8,30,20,25472
other ,252,NoCore ,6,30,20,37976
other ,268,NoCore ,5,30,20,42280
our ,253,NoCore,6,30,20,33535
other ,47,NoCore ,8,30,20,25813
our ,269,NoCore,5,30,20,37102
our ,48,NoCore,8,30,20,25472
other ,253,NoCore ,6,30,20,35588
other ,269,NoCore ,5,30,20,42234
our ,254,NoCore,6,30,20,33535
our ,270,NoCore,5,30,20,37102
other ,254,NoCore ,6,30,20,34417
other ,270,NoCore ,5,30,20,40087
our ,255,NoCore,6,30,20,33535
our ,271,NoCore,5,30,20,37102
other ,255,NoCore ,6,30,20,35062
other ,271,NoCore ,5,30,20,38824
our ,256,NoCore,6,30,20,33535
other ,48,NoCore ,8,30,20,27088
our ,272,NoCore,5,30,20,37102
our ,49,NoCore,8,30,20,25472
other ,256,NoCore ,6,30,20,36299
other ,272,NoCore ,5,30,20,39919
other ,49,NoCore ,8,30,20,25134
our ,257,NoCore,6,30,20,33535
our ,273,NoCore,5,30,20,37102
our ,50,NoCore,8,30,20,25472
other ,257,NoCore ,6,30,20,36995
other ,273,NoCore ,5,30,20,37621
our ,274,NoCore,5,30,20,37102
our ,258,NoCore,6,30,20,33535
other ,50,NoCore ,8,30,20,27687
other ,274,NoCore ,5,30,20,39899
other ,258,NoCore ,6,30,20,39165
our ,275,NoCore,5,30,20,37102
our ,259,NoCore,6,30,20,33535
our ,51,NoCore,8,30,20,25472
other ,275,NoCore ,5,30,20,42785
other ,259,NoCore ,6,30,20,34075
other ,51,NoCore ,8,30,20,28145
our ,276,NoCore,5,30,20,37102
our ,260,NoCore,6,30,20,33535
our ,52,NoCore,8,30,20,25472
other ,260,NoCore ,6,30,20,39685
other ,276,NoCore ,5,30,20,39586
our ,261,NoCore,6,30,20,33535
other ,52,NoCore ,8,30,20,27932
our ,277,NoCore,5,30,20,37102
other ,261,NoCore ,6,30,20,38908
other ,277,NoCore ,5,30,20,41389
our ,262,NoCore,6,30,20,33535
our ,278,NoCore,5,30,20,37102
our ,53,NoCore,8,30,20,25472
other ,262,NoCore ,6,30,20,37510
other ,278,NoCore ,5,30,20,38068
other ,53,NoCore ,8,30,20,25965
our ,263,NoCore,6,30,20,33535
our ,279,NoCore,5,30,20,37102
our ,54,NoCore,8,30,20,25472
other ,279,NoCore ,5,30,20,37507
other ,263,NoCore ,6,30,20,38889
our ,280,NoCore,5,30,20,37102
our ,264,NoCore,6,30,20,33535
other ,54,NoCore ,8,30,20,28833
other ,280,NoCore ,5,30,20,39574
other ,264,NoCore ,6,30,20,36721
our ,281,NoCore,5,30,20,37102
our ,265,NoCore,6,30,20,33535
other ,281,NoCore ,5,30,20,39510
other ,265,NoCore ,6,30,20,38853
our ,282,NoCore,5,30,20,37102
our ,266,NoCore,6,30,20,33535
our ,55,NoCore,8,30,20,25472
other ,282,NoCore ,5,30,20,38855
other ,266,NoCore ,6,30,20,34395
our ,0,NoCore,4,30,20,36029
our ,283,NoCore,5,30,20,37102
our ,267,NoCore,6,30,20,33535
other ,55,NoCore ,8,30,20,32815
our ,56,NoCore,8,30,20,25472
other ,267,NoCore ,6,30,20,37325
other ,283,NoCore ,5,30,20,40439
our ,268,NoCore,6,30,20,33535
our ,284,NoCore,5,30,20,37102
other ,56,NoCore ,8,30,20,26458
other ,268,NoCore ,6,30,20,39568
our ,269,NoCore,6,30,20,33535
other ,284,NoCore ,5,30,20,40636
our ,285,NoCore,5,30,20,37102
other ,269,NoCore ,6,30,20,38548
other ,0,NoCore ,4,30,20,41760
our ,57,NoCore,8,30,20,25472
our ,270,NoCore,6,30,20,33535
other ,285,NoCore ,5,30,20,39599
our ,1,NoCore,4,30,20,36029
our ,286,NoCore,5,30,20,37102
other ,270,NoCore ,6,30,20,39514
other ,57,NoCore ,8,30,20,28726
other ,1,NoCore ,4,30,20,36594
other ,286,NoCore ,5,30,20,41967
our ,271,NoCore,6,30,20,33535
our ,58,NoCore,8,30,20,25472
our ,287,NoCore,5,30,20,37102
other ,271,NoCore ,6,30,20,36823
other ,287,NoCore ,5,30,20,38362
other ,58,NoCore ,8,30,20,26633
our ,272,NoCore,6,30,20,33535
our ,288,NoCore,5,30,20,37102
other ,272,NoCore ,6,30,20,37484
our ,2,NoCore,4,30,20,36029
our ,59,NoCore,8,30,20,25472
our ,273,NoCore,6,30,20,33535
other ,288,NoCore ,5,30,20,41521
other ,59,NoCore ,8,30,20,28999
other ,2,NoCore ,4,30,20,40681
our ,289,NoCore,5,30,20,37102
other ,273,NoCore ,6,30,20,36786
our ,274,NoCore,6,30,20,33535
our ,3,NoCore,4,30,20,36029
our ,60,NoCore,8,30,20,25472
other ,289,NoCore ,5,30,20,40530
other ,274,NoCore ,6,30,20,36830
other ,60,NoCore ,8,30,20,25891
our ,290,NoCore,5,30,20,37102
our ,275,NoCore,6,30,20,33535
other ,3,NoCore ,4,30,20,40989
other ,290,NoCore ,5,30,20,36761
other ,275,NoCore ,6,30,20,38749
our ,4,NoCore,4,30,20,36029
our ,291,NoCore,5,30,20,37102
our ,276,NoCore,6,30,20,33535
other ,291,NoCore ,5,30,20,40799
other ,4,NoCore ,4,30,20,35972
other ,276,NoCore ,6,30,20,33901
our ,292,NoCore,5,30,20,37102
our ,61,NoCore,8,30,20,25472
our ,5,NoCore,4,30,20,36029
our ,277,NoCore,6,30,20,33535
other ,292,NoCore ,5,30,20,38158
other ,61,NoCore ,8,30,20,26388
other ,277,NoCore ,6,30,20,35756
our ,293,NoCore,5,30,20,37102
our ,62,NoCore,8,30,20,25472
our ,278,NoCore,6,30,20,33535
other ,293,NoCore ,5,30,20,44050
other ,62,NoCore ,8,30,20,28057
other ,278,NoCore ,6,30,20,39400
our ,294,NoCore,5,30,20,37102
our ,279,NoCore,6,30,20,33535
other ,294,NoCore ,5,30,20,37247
other ,5,NoCore ,4,30,20,38068
other ,279,NoCore ,6,30,20,35058
our ,295,NoCore,5,30,20,37102
our ,63,NoCore,8,30,20,25472
our ,6,NoCore,4,30,20,36029
our ,280,NoCore,6,30,20,33535
other ,295,NoCore ,5,30,20,42692
other ,280,NoCore ,6,30,20,34204
our ,296,NoCore,5,30,20,37102
other ,6,NoCore ,4,30,20,37940
other ,63,NoCore ,8,30,20,27622
our ,281,NoCore,6,30,20,33535
other ,296,NoCore ,5,30,20,42920
our ,64,NoCore,8,30,20,25472
our ,297,NoCore,5,30,20,37102
other ,281,NoCore ,6,30,20,34901
other ,64,NoCore ,8,30,20,27282
our ,282,NoCore,6,30,20,33535
other ,297,NoCore ,5,30,20,39168
our ,7,NoCore,4,30,20,36029
other ,282,NoCore ,6,30,20,39592
our ,298,NoCore,5,30,20,37102
our ,283,NoCore,6,30,20,33535
other ,7,NoCore ,4,30,20,40202
other ,298,NoCore ,5,30,20,39314
our ,65,NoCore,8,30,20,25472
other ,283,NoCore ,6,30,20,37953
our ,299,NoCore,5,30,20,37102
our ,8,NoCore,4,30,20,36029
other ,65,NoCore ,8,30,20,25405
our ,284,NoCore,6,30,20,33535
other ,299,NoCore ,5,30,20,39940
our ,66,NoCore,8,30,20,25472
other ,284,NoCore ,6,30,20,39296
other ,8,NoCore ,4,30,20,41118
our ,300,NoCore,5,30,20,37102
our ,285,NoCore,6,30,20,33535
other ,66,NoCore ,8,30,20,27338
other ,285,NoCore ,6,30,20,37936
other ,300,NoCore ,5,30,20,38735
our ,286,NoCore,6,30,20,33535
our ,301,NoCore,5,30,20,37102
other ,286,NoCore ,6,30,20,37392
our ,9,NoCore,4,30,20,36029
other ,301,NoCore ,5,30,20,38028
our ,287,NoCore,6,30,20,33535
our ,67,NoCore,8,30,20,25472
our ,302,NoCore,5,30,20,37102
other ,9,NoCore ,4,30,20,37776
other ,287,NoCore ,6,30,20,38895
other ,67,NoCore ,8,30,20,27084
our ,10,NoCore,4,30,20,36029
other ,302,NoCore ,5,30,20,39868
our ,288,NoCore,6,30,20,33535
our ,68,NoCore,8,30,20,25472
our ,303,NoCore,5,30,20,37102
other ,288,NoCore ,6,30,20,36673
other ,68,NoCore ,8,30,20,25465
our ,289,NoCore,6,30,20,33535
other ,303,NoCore ,5,30,20,39841
our ,304,NoCore,5,30,20,37102
other ,289,NoCore ,6,30,20,35583
other ,304,NoCore ,5,30,20,38562
our ,290,NoCore,6,30,20,33535
other ,10,NoCore ,4,30,20,41320
our ,69,NoCore,8,30,20,25472
our ,305,NoCore,5,30,20,37102
other ,290,NoCore ,6,30,20,34488
our ,11,NoCore,4,30,20,36029
other ,305,NoCore ,5,30,20,40597
other ,69,NoCore ,8,30,20,26820
our ,291,NoCore,6,30,20,33535
our ,306,NoCore,5,30,20,37102
our ,70,NoCore,8,30,20,25472
other ,291,NoCore ,6,30,20,38887
other ,11,NoCore ,4,30,20,41371
other ,306,NoCore ,5,30,20,42098
our ,292,NoCore,6,30,20,33535
other ,70,NoCore ,8,30,20,25042
our ,307,NoCore,5,30,20,37102
other ,292,NoCore ,6,30,20,38326
other ,307,NoCore ,5,30,20,39425
our ,293,NoCore,6,30,20,33535
our ,12,NoCore,4,30,20,36029
our ,308,NoCore,5,30,20,37102
other ,293,NoCore ,6,30,20,34777
our ,71,NoCore,8,30,20,25472
other ,12,NoCore ,4,30,20,36743
our ,294,NoCore,6,30,20,33535
other ,308,NoCore ,5,30,20,40949
other ,71,NoCore ,8,30,20,27427
our ,13,NoCore,4,30,20,36029
our ,309,NoCore,5,30,20,37102
other ,294,NoCore ,6,30,20,36888
our ,72,NoCore,8,30,20,25472
other ,309,NoCore ,5,30,20,39200
our ,295,NoCore,6,30,20,33535
other ,13,NoCore ,4,30,20,38303
other ,72,NoCore ,8,30,20,25461
our ,310,NoCore,5,30,20,37102
other ,295,NoCore ,6,30,20,39348
our ,296,NoCore,6,30,20,33535
our ,14,NoCore,4,30,20,36029
other ,310,NoCore ,5,30,20,44259
our ,311,NoCore,5,30,20,37102
other ,296,NoCore ,6,30,20,36436
other ,14,NoCore ,4,30,20,36937
other ,311,NoCore ,5,30,20,38173
our ,297,NoCore,6,30,20,33535
our ,15,NoCore,4,30,20,36029
our ,312,NoCore,5,30,20,37102
other ,297,NoCore ,6,30,20,39373
our ,73,NoCore,8,30,20,25472
other ,15,NoCore ,4,30,20,39488
our ,298,NoCore,6,30,20,33535
other ,312,NoCore ,5,30,20,41043
other ,73,NoCore ,8,30,20,26279
our ,313,NoCore,5,30,20,37102
other ,298,NoCore ,6,30,20,35933
our ,74,NoCore,8,30,20,25472
our ,299,NoCore,6,30,20,33535
other ,313,NoCore ,5,30,20,39215
our ,314,NoCore,5,30,20,37102
other ,74,NoCore ,8,30,20,26503
other ,299,NoCore ,6,30,20,38677
our ,300,NoCore,6,30,20,33535
other ,314,NoCore ,5,30,20,38760
our ,315,NoCore,5,30,20,37102
our ,16,NoCore,4,30,20,36029
our ,75,NoCore,8,30,20,25472
other ,300,NoCore ,6,30,20,36986
other ,315,NoCore ,5,30,20,42498
our ,301,NoCore,6,30,20,33535
other ,75,NoCore ,8,30,20,25461
other ,16,NoCore ,4,30,20,41336
our ,316,NoCore,5,30,20,37102
other ,301,NoCore ,6,30,20,36954
our ,76,NoCore,8,30,20,25472
our ,17,NoCore,4,30,20,36029
our ,302,NoCore,6,30,20,33535
